Country_df1,Procedure,Predicted_Mean,Predicted_SD
Italy,Denture_repair,907118.5778294918,12008720923.685238
Italy,Extraction,657938.4501345656,8709996053.143473
Italy,Full_fixed,59788582.08294735,791500046636.5924
Italy,GTR,2373458.8283674316,31420594165.230396
Italy,Implant_surgery,15963489.319586609,211329690398.18182
Italy,Maintenance_perio,1120641.3567367566,14835402600.608252
Italy,Maintenance_simp,897392.3723122809,11879962357.211971
Italy,OFD,2930784.255383318,38798643386.44864
Italy,OHI,383681.25748299184,5079293112.689319
Italy,OPG,737684.9029753264,9765704667.457102
Italy,PA,148741.3502311155,1969084757.3770406
Italy,Prophy,593574.351775745,7857923883.543406
Italy,RootDeb,1037458.5476376502,13734202421.785414
Italy,Single_implant,23019372.318355244,304737687845.58356
Jamaica,Consult_perio,190184.06541319817,2517716450.1952095
Jamaica,Consult_simple,145898.25827685845,1931447012.2426164
Jamaica,Denture,969207.6595868188,12830675708.268831
Jamaica,Denture_repair,166266.02939445685,2201081969.7516785
Jamaica,Extraction,146371.05033046196,1937705982.0900266
Jamaica,Full_fixed,19523998.310720563,258464827816.60727
Jamaica,GTR,379597.01178067335,5025224584.029857
Jamaica,Implant_surgery,2303139.9968339326,30489691365.746384
Jamaica,Maintenance_perio,195312.16124489246,2585603795.0449643
Jamaica,Maintenance_simp,204457.80462355068,2706676697.404264
Jamaica,OFD,437094.67633886123,5786396744.228666
Jamaica,OHI,65636.50657083147,868916709.545006
Jamaica,OPG,90437.98358623244,1197246459.6486657
Jamaica,PA,37649.72673173009,498418919.2290394
Jamaica,Prophy,129695.00312223792,1716943226.3399127
Jamaica,RootDeb,350456.5416866239,4639453879.408468
Jamaica,Single_implant,3625937.5705235014,48001301522.57404
Japan,Consult_perio,1164551.4496170892,15416698215.11845
Japan,Consult_simple,488475.3913407314,6466590803.083941
Japan,Denture,3819708.6992315976,50566504644.409355
Japan,Denture_repair,576089.735456213,7626457035.690533
Japan,Extraction,586291.4222980175,7761510173.426061
Japan,Full_fixed,80356147.67177555,1063779946169.4799
Japan,GTR,1957081.021041069,25908453846.196896
Japan,Implant_surgery,12324735.8375877,163158727810.2826
Japan,Maintenance_perio,1275801.5081146704,16889461465.583187
Japan,Maintenance_simp,814077.8389593732,10777018371.304325
Japan,OFD,2178800.218268925,28843642285.732216
Japan,OHI,237256.64153158793,3140878012.068686
Japan,OPG,559939.5418641497,7412655695.435068
Japan,PA,150990.20169150393,1998855760.0294662
Japan,Prophy,568194.5028083941,7521937463.704603
Japan,RootDeb,1384607.6504817328,18329871385.96563
Japan,Single_implant,15949491.268974634,211144379803.3123
Jordan,Consult_perio,192609.4841866671,2549824906.4494586
Jordan,Consult_simple,118132.65553587738,1563877233.8877678
Jordan,Denture,1016538.4626547156,13457255759.684244
Jordan,Denture_repair,143956.12149775002,1905736394.9694662
Jordan,Extraction,169308.54150946383,2241359701.670115
Jordan,Full_fixed,15841200.31241966,209710790074.6803
Jordan,GTR,454280.47952207376,6013907809.838628
Jordan,Implant_surgery,3403162.417328591,45052134005.96327
Jordan,Maintenance_perio,286957.3364045993,3798831436.2740645
Jordan,Maintenance_simp,219304.22496767712,2903218277.508303
Jordan,OFD,451549.7344666694,5977757348.272126
Jordan,OHI,91996.62820603533,1217880287.15025
Jordan,OPG,123913.29593983077,1640403168.9395618
Jordan,PA,31898.225873076502,422278742.6391499
Jordan,Prophy,114947.76122657071,1521714601.7174385
Jordan,RootDeb,192670.08953010378,2550627219.0396786
Jordan,Single_implant,5782461.969981833,76550049515.56334
Kazakhstan,Consult_perio,548229.7726798579,7257638089.521409
Kazakhstan,Consult_simple,389744.1044117605,5159554986.439953
Kazakhstan,Denture,3956967.1432231143,52383575078.85837
Kazakhstan,Denture_repair,717633.7349789906,9500261001.604647
Kazakhstan,Extraction,422866.83878561755,5598044157.58751
Kazakhstan,Full_fixed,64113842.809650615,848759207961.9364
Kazakhstan,GTR,1388839.6057325169,18385895340.06631
Kazakhstan,Implant_surgery,7948595.630059716,105226007921.70421
Kazakhstan,Maintenance_perio,735546.8561964615,9737400532.014736
Kazakhstan,Maintenance_simp,458754.8003815996,6073140276.065517
Kazakhstan,OFD,1564020.036076963,20704988952.20591
Kazakhstan,OHI,254597.93954955897,3370447567.187436
Kazakhstan,OPG,547232.5276786681,7244436246.670299
Kazakhstan,PA,130583.9170765831,1728710948.7345333
Kazakhstan,Prophy,518533.14344965527,6864504775.403914
Kazakhstan,RootDeb,729843.5975797521,9661899001.390654
Kazakhstan,Single_implant,13351174.967461549,176747051715.29944
Kenya,Consult_perio,91790.58454520522,1215152616.3898034
Kenya,Consult_simple,67411.36308620924,892412818.0953948
Kenya,Denture,510548.0644164347,6758795788.721094
Kenya,Denture_repair,87274.40725357585,1155366041.5554209
Kenya,Extraction,68735.20151141637,909938207.3718468
Kenya,Full_fixed,11562623.832479933,153069649485.12277
Kenya,GTR,245490.93608982454,3249886192.2229133
Kenya,Implant_surgery,1410823.6134168885,18676926545.37737
Kenya,Maintenance_perio,172348.3949201786,2281602236.825258
Kenya,Maintenance_simp,108448.46921749486,1435674930.7790709
Kenya,OFD,398142.4215022033,5270734548.442816
Kenya,OHI,49536.21327407078,655775965.0869849
Kenya,OPG,75734.44026147749,1002596330.4463876
Kenya,PA,27591.025032302136,365258663.76160735
Kenya,Prophy,115267.91778853346,1525952934.9392061
Kenya,RootDeb,125872.93482494255,1666345484.5944974
Kenya,Single_implant,3100776.627781984,41049055856.42064
Kiribati,Consult_perio,64187.47776312577,849734010.6262447
Kiribati,Consult_simple,50787.117195948194,672335824.4783695
Kiribati,Denture,304241.90252077446,4027649956.640813
Kiribati,Denture_repair,68481.81703896196,906583824.063569
Kiribati,Extraction,43874.77041926003,580828004.6654385
Kiribati,Full_fixed,5884699.846988213,77903506674.09422
Kiribati,GTR,173267.5534349232,2293770346.219079
Kiribati,Implant_surgery,1068980.9159943503,14151505444.456364
Kiribati,Maintenance_perio,69173.46437387445,915740068.9311895
Kiribati,Maintenance_simp,50799.25889520566,672496560.1103871
Kiribati,OFD,193040.1368787561,2555526022.1808825
Kiribati,OHI,32250.922532128567,426947851.89651597
Kiribati,OPG,32070.872182182397,424564288.7576273
Kiribati,PA,13352.880591887366,176769631.30768225
Kiribati,Prophy,63603.07664459861,841997524.8884326
Kiribati,RootDeb,74827.89610276317,990595213.8635416
Kiribati,Single_implant,1451634.4134701644,19217192747.051643
Kuwait,Consult_perio,948198.3677786842,12552548098.169794
Kuwait,Consult_simple,441653.8913095122,5846753065.3886175
Kuwait,Denture,4469214.335459003,59164864455.84476
Kuwait,Denture_repair,863436.3346826058,11430441655.580425
Kuwait,Extraction,641249.3500134232,8489060498.828422
Kuwait,Full_fixed,109486657.38020413,1449418792074.559
Kuwait,GTR,1999301.8533439634,26467386498.093784
Kuwait,Implant_surgery,15258613.319672137,201998320304.28488
Kuwait,Maintenance_perio,1212099.892780774,16046159454.546103
Kuwait,Maintenance_simp,933374.8175628934,12356309280.014835
Kuwait,OFD,2370439.7865422242,31380627140.387184
Kuwait,OHI,376515.41272860894,4984429406.950052
Kuwait,OPG,582596.2692028147,7712592575.027008
Kuwait,PA,190638.12745669068,2523727466.280214
Kuwait,Prophy,643093.196163196,8513469913.848686
Kuwait,RootDeb,1413642.266707556,18714240763.799885
Kuwait,Single_implant,32147704.329172987,425581416874.8634
Kyrgyzstan,Consult_perio,110990.50552052232,1469327206.5531774
Kyrgyzstan,Consult_simple,57730.29834197425,764251839.3666594
Kyrgyzstan,Denture,541472.0124578102,7168176735.119509
Kyrgyzstan,Denture_repair,93589.50204361131,1238967251.7980902
Kyrgyzstan,Extraction,98806.91171841121,1308036961.3823915
Kyrgyzstan,Full_fixed,12169808.462510977,161107750511.16574
Kyrgyzstan,GTR,298108.25591254496,3946450814.474659
Kyrgyzstan,Implant_surgery,1659597.689741333,21970275980.217594
Kyrgyzstan,Maintenance_perio,148104.8088716659,1960658022.7374482
Kyrgyzstan,Maintenance_simp,94691.19937530982,1253551867.4394016
Kyrgyzstan,OFD,313282.5684086643,4147333133.9732885
Kyrgyzstan,OHI,55748.499724207846,738016166.2040101
Kyrgyzstan,OPG,78787.95915994629,1043019773.6247315
Kyrgyzstan,PA,27613.76307557248,365559677.1270679
Kyrgyzstan,Prophy,97535.9446961843,1291211500.3609116
Kyrgyzstan,RootDeb,131329.4297361077,1738580279.7041702
Kyrgyzstan,Single_implant,2216505.578618373,29342797700.283337
Lao People's Democratic Republic,Consult_perio,153483.3016302737,2031860200.828352
Lao People's Democratic Republic,Consult_simple,85544.27154350917,1132461961.0855818
Lao People's Democratic Republic,Denture,927380.9129048933,12276960085.7195
Lao People's Democratic Republic,Denture_repair,153827.82006579023,2036421044.1913905
Lao People's Democratic Republic,Extraction,93624.65634589197,1239432635.5038958
Lao People's Democratic Republic,Full_fixed,18635859.179444768,246707362773.3767
Lao People's Democratic Republic,GTR,447117.7851344554,5919085809.6450405
Lao People's Democratic Republic,Implant_surgery,2741687.156475648,36295316540.586655
Lao People's Democratic Republic,Maintenance_perio,159901.03554460304,2116820180.0672927
Lao People's Democratic Republic,Maintenance_simp,171445.9192724876,2269654980.4704437
Lao People's Democratic Republic,OFD,524048.7467255378,6937522065.628884
Lao People's Democratic Republic,OHI,67182.14807455576,889378397.7078727
Lao People's Democratic Republic,OPG,126013.10159077025,1668201056.3077657
Lao People's Democratic Republic,PA,42620.32964158123,564221323.2649976
Lao People's Democratic Republic,Prophy,127484.74511290262,1687683135.9259813
Lao People's Democratic Republic,RootDeb,241291.95890118784,3194298812.0769663
Lao People's Democratic Republic,Single_implant,2910643.7346814345,38532016841.38841
Latvia,Consult_perio,661439.2911973111,8756341287.766804
Latvia,Consult_simple,472842.83728100505,6259642137.699024
Latvia,Denture,3010668.247756683,39856172792.33614
Latvia,Denture_repair,525753.1210900472,6960085109.307087
Latvia,Extraction,466722.9469001336,6178625104.795478
Latvia,Full_fixed,66919813.96863548,885905536338.0846
Latvia,GTR,1621050.50300794,21459976203.332737
Latvia,Implant_surgery,10156733.869693996,134458036157.8958
Latvia,Maintenance_perio,1030189.1291479698,13637967574.375578
Latvia,Maintenance_simp,548911.3860157321,7266661501.155157
Latvia,OFD,2036130.5289541709,26954936084.444603
Latvia,OHI,307693.87374576,4073348236.9876137
Latvia,OPG,515160.8960603854,6819861904.258815
Latvia,PA,135069.29959816413,1788089852.7214017
Latvia,Prophy,411132.512528647,5442701457.425197
Latvia,RootDeb,1033583.1489844291,13682898676.021643
Latvia,Single_implant,16465064.377528435,217969698706.15503
Lebanon,Consult_perio,263024.66710444854,3482003235.8506556
Lebanon,Consult_simple,167527.81812827793,2217785925.7056656
Lebanon,Denture,885533.3410161149,11722968772.534584
Lebanon,Denture_repair,160300.88845662266,2122113558.6269689
Lebanon,Extraction,164745.7796310181,2180956425.429659
Lebanon,Full_fixed,26915864.05677153,356320670502.6554
Lebanon,GTR,569332.9329105652,7537008359.309899
Lebanon,Implant_surgery,3882583.927779287,51398866687.36164
Lebanon,Maintenance_perio,309926.91218088905,4102909901.8401747
Lebanon,Maintenance_simp,170661.32557969895,2259268282.4957128
Lebanon,OFD,584884.1990351045,7742880909.452574
Lebanon,OHI,86479.50551513491,1144842882.431583
Lebanon,OPG,103911.23829019895,1375609641.2966502
Lebanon,PA,53101.32931786559,702972092.1169529
Lebanon,Prophy,204114.12990947985,2702127023.490982
Lebanon,RootDeb,194137.52470267605,2570053587.203349
Lebanon,Single_implant,5348626.723557456,70806802129.27971
Lesotho,Consult_perio,63244.748233606144,837253860.7283046
Lesotho,Consult_simple,30623.341441911467,405401421.7265471
Lesotho,Denture,264875.2334519971,3506501614.9618497
Lesotho,Denture_repair,54387.29244018433,719996076.2260947
Lesotho,Extraction,56180.66939762622,743737364.2111982
Lesotho,Full_fixed,5936252.079958997,78585971341.74576
Lesotho,GTR,144664.89690960944,1915119386.7046323
Lesotho,Implant_surgery,1158998.1622144398,15343182050.575771
Lesotho,Maintenance_perio,91504.67322239313,1211367632.410325
Lesotho,Maintenance_simp,53742.076098423495,711454499.4433256
Lesotho,OFD,157007.21969410774,2078510936.0473044
Lesotho,OHI,16563.190989992843,219268729.65213263
Lesotho,OPG,37038.221584640145,490323621.83983684
Lesotho,PA,14416.231384284034,190846603.40588942
Lesotho,Prophy,45181.91990362405,598132460.4961482
Lesotho,RootDeb,67851.19287785102,898235423.1559005
Lesotho,Single_implant,1336168.520020511,17688618948.068665
Liberia,Consult_perio,32386.667766384027,428744889.9847387
Liberia,Consult_simple,37442.0720561692,495669921.34909755
Liberia,Denture,187741.30845995212,2485378465.666094
Liberia,Denture_repair,40957.41687505039,542207161.2560085
Liberia,Extraction,27876.067200791767,369032141.6029106
Liberia,Full_fixed,3706074.4949181695,49062179322.07924
Liberia,GTR,104300.8486011937,1380767425.0837724
Liberia,Implant_surgery,671029.1217213677,8883294479.205551
Liberia,Maintenance_perio,48032.6018599592,635870684.4643146
Liberia,Maintenance_simp,36825.05624341135,487501672.03527683
Liberia,OFD,91572.50979463106,1212265674.280853
Liberia,OHI,11904.146091602572,157590828.5230866
Liberia,OPG,31493.34564004086,416918810.8233167
Liberia,PA,8469.207324982155,112118029.21498376
Liberia,Prophy,23346.246620817717,309064952.628087
Liberia,RootDeb,43329.01573452094,573603132.5682236
Liberia,Single_implant,667606.0990773151,8837979429.274328
Libya,Consult_perio,247152.8390371216,3271886985.9274063
Libya,Consult_simple,262874.86424940766,3480020098.5588784
Libya,Denture,1702514.237899063,22538418737.327953
Libya,Denture_repair,242860.4386687871,3215062840.357166
Libya,Extraction,183569.99628227475,2430157323.632871
Libya,Full_fixed,24283954.543497894,321478624915.93585
Libya,GTR,747839.0648067553,9900128654.163816
Libya,Implant_surgery,4979334.152656427,65917990973.2433
Libya,Maintenance_perio,261685.01106559,3464268448.031763
Libya,Maintenance_simp,235261.4885169727,3114465549.2020426
Libya,OFD,538042.1637605698,7122771319.750133
Libya,OHI,128634.17240641857,1702899615.8077266
Libya,OPG,179778.22737270966,2379960694.7081
Libya,PA,67164.53154212912,889145184.5131205
Libya,Prophy,148858.45793841753,1970635066.0239735
Libya,RootDeb,279582.13013518805,3701196136.9773707
